event_id,camera_id,roi_id,event_type,start_time_sec,end_time_sec,duration_sec,trigger_state,snapshot_path,video_name
1,cam04,worker_01,worker_absence_start,0.0,15.07,15.07,absent,outputs\snapshots\cam04_video4\cam04_video4_worker_01_absence_15s.jpg,cam04_video4
2,cam04,worker_02,worker_absence_start,0.0,15.07,15.07,absent,outputs\snapshots\cam04_video4\cam04_video4_worker_02_absence_15s.jpg,cam04_video4
