event_id,camera_id,roi_id,event_type,start_time_sec,end_time_sec,duration_sec,trigger_state,snapshot_path,video_name
1,cam03,worker_02,worker_absence_start,0.0,15.02,15.02,absent,C:\Users\PC\OneDrive\Desktop\CODE\AI_Camera_Ver\outputs\snapshots\cam03_video3\cam03_video3_worker_02_absence_15s.jpg,cam03_video3
2,cam03,worker_03,worker_absence_start,0.0,15.02,15.02,absent,C:\Users\PC\OneDrive\Desktop\CODE\AI_Camera_Ver\outputs\snapshots\cam03_video3\cam03_video3_worker_03_absence_15s.jpg,cam03_video3
